i,b,g,u,e,p,f,d,c,n
376270,"Dr. McDougall's Right Foods, Inc.",767335000838,g,356.0,16.95,1.69,15.3,69.49,LENTIL COUSCOUS
376272,"B&G Foods North America, Inc.",760263000321,g,364.0,12.12,6.06,6.1,63.64,"BEAR CREEK COUNTRY KITCHENS, CHICKEN NOODLE SOUP MIX, CHICKEN"
376273,More Than Gourmet,712102000047,g,83.0,8.33,0.0,0.0,8.33,CHICKEN BROTH CONCENTRATE
376274,More Than Gourmet,712102000061,g,125.0,0.0,0.0,0.0,25.0,"KITCHEN ACCOMPLICE, VEGGIE BROTH CONCENTRATE"
376277,"Meijer, Inc.",708820773899,g,4.0,0.82,0.0,0.0,0.0,BROTH BEEF
376278,"Meijer, Inc.",719283454553,g,4.0,0.41,0.0,0.0,0.41,FAT FREE BROTH
376281,YEHUDA,073490131875,g,450.0,3.33,13.33,1.7,80.0,MATZO - STYLE SQUARES
376282,Royal Wine Corporation,073490123504,g,400.0,6.25,12.5,2.5,75.0,"KEDEM, TEA BISCUITS"
376283,Royal Wine Corporation,073490123832,g,400.0,6.25,12.5,2.5,75.0,"KEDEM, TEA BISCUITS, VANILLA"
376284,Royal Wine Corporation,073490123849,g,400.0,6.25,12.5,2.5,75.0,"KEDEM, TEA BISCUITS, CHOCOLATE"
376285,Spike's Baking Co. Inc.,071879124913,g,433.0,3.33,23.33,10.0,56.67,COCONUT MACAROONS
376286,Zeldaco,898547001730,g,481.0,3.7,22.22,3.7,74.07,CLASSIC CARAMEL CORN
376287,Zeldaco,898547001747,g,481.0,3.7,22.22,3.7,74.07,"ZELDA'S SWEET SHOPPE, CHOCOLATE CARAMEL CORN MIX"
376288,"Meijer, Inc.",708820200296,g,340.0,12.77,3.19,4.3,68.09,"MEIJER, PASTA SALAD, RANCH & BACON"
376289,Aron Streit Inc.,070227502120,g,450.0,5.0,15.0,2.5,80.0,"STREIT'S, ASSORTED JORDAN ALMONDS"
376290,Aron Streit Inc.,070227502090,g,400.0,2.5,17.5,2.5,70.0,CHOCOLATE COVERED RAISINS
376291,"Meijer, Inc.",041250001348,g,387.0,14.52,4.03,1.6,70.97,"MEIJER, ALFREDO PASTA & SAUCE"
376292,"Meijer, Inc.",708820024281,g,375.0,12.5,2.68,3.6,71.43,ANGEL HAIR PASTA WITH HERBS
376293,"Meijer, Inc.",708820252684,g,375.0,12.5,1.79,1.8,75.0,"MEIJER, PASTA & SAUCE STROGANOFF"
376294,Aron Streit Inc.,070227502137,g,525.0,7.5,35.0,5.0,50.0,"STREIT'S, PREMIUM CHOCOLATE COVERED ALMONDS"
376295,"Meijer, Inc.",708820263277,g,383.0,15.0,5.0,3.3,66.67,"MEIJER, PARMESAN PASTA & SAUCE"
376296,Hormel Foods Corporation,037600458153,g,89.0,7.43,1.86,0.7,10.41,CHICKEN BREAST WITH RIB MEAT & DRESSING
376297,Hormel Foods Corporation,037600186308,g,85.0,5.63,2.82,0.5,9.39,"HORMEL, COMPLEATS, CHICKEN & NOODLES MADE WITH WHITE CHICKEN"
376299,Hormel Foods Corporation,037600302098,g,110.0,5.49,4.71,1.2,10.59,"HORMEL, COMPLEATS, MEATLOAF & GRAVY WITH MASHED POTATOES"
376300,Hormel Foods Corporation,037600495479,g,85.0,3.29,1.64,0.5,14.08,RICE & CHICKEN
376301,Hormel Foods Corporation,037600051088,g,102.0,4.24,3.18,1.4,14.84,"HORMEL, CHEESE MANICOTTI WITH MEAT SAUCE"
376302,Hormel Foods Corporation,037600387828,g,89.0,3.76,1.64,0.5,15.02,DUMPLINGS & CHICKEN
376303,Hormel Foods Corporation,037600296304,g,118.0,5.1,6.27,0.8,10.59,SALISBURY STEAK
376304,Hormel Foods Corporation,037600378574,g,108.0,4.69,3.29,1.4,15.02,"HORMEL, COMPLEATS, SPAGHETTI & MEAT SAUCE"
376305,Rose Of Galilee Chocolat/candy,013495113520,g,474.0,7.89,21.05,0.0,65.79,"KLIK, MILK CHOCOLATE COATED CORNFLAKES"
376306,Rose Of Galilee Chocolat/candy,013495113537,g,500.0,7.89,23.68,0.0,63.16,"KLIK, WHITE & MILK CHOCOLATE CORN PUFFS, VANILLA 'N FUDGE"
376307,Joyva Corp,041795000738,g,452.0,0.0,7.14,2.4,54.76,"JOYVA, CHOCOLATE COVERED RING JELLS"
376308,FOODMAN'S,854870004046,g,462.0,1.92,15.38,1.9,71.15,MATZO GRANOLA BREAKFAST & NOSH
376310,Osem Export (1962) Ltd.,077544527409,g,167.0,0.0,0.0,0.0,50.0,"OSEM, CONSOMME SOUP & SEASONING MIX"
376313,JUANITA'S FOODS,070132002005,g,64.0,5.51,1.69,0.8,6.36,MENUDO
376315,Lipton,041000005749,g,321.0,7.14,0.0,7.1,57.14,"LIPTON, GEFEN, VEGETABLE RECIPE SOUP & DIP MIX"
376319,Conservas San Miguel Sa,024456091030,g,33.0,1.67,0.0,1.7,6.67,"SAN MIGUEL, MEDIUM SALSA PICO DE GALLO SAUCE"
376321,Herdez S.A.,072878275552,g,32.0,0.0,0.0,0.0,6.45,"HERDEZ, CASERA SALSA, MEDIUM"
376324,Israel Edible Products Ltd.,084685170074,g,283.0,6.67,23.33,5.0,6.67,"YEHUDA, TEHINA"
376325,MANISCHEWITZ,072700000642,g,333.0,8.33,4.17,8.3,75.0,POTATO PANCAKE MIX
376326,"R.A.B. Food Group, LLC",072700000659,g,375.0,8.33,4.17,8.3,75.0,"MANISCHEWITZ, POTATO PANCAKE MIX, GARLIC & PARMESAN"
376327,Aron Streit Inc.,070227500515,g,375.0,8.33,4.17,4.2,83.33,"STREIT'S, POTATO PANCAKE LATKES MIX"
376328,Aron Streit Inc.,070227500522,g,375.0,8.33,4.17,8.3,79.17,"STREIT'S, VEGETABLE POTATO PANCAKE MIX"
376330,Aron Streit Inc.,070227500485,g,357.0,7.14,0.0,0.0,85.71,"STREIT'S, WHOLE WHEAT MATZO BALL MIX"
376331,MANISCHEWITZ,072700000116,g,286.0,7.14,0.0,0.0,57.14,MATZO BALL & SOUP MIX
376333,La Preferida Inc,071524169856,g,333.0,0.0,0.0,0.0,66.67,FAJITA SEASONING
376334,MANISCHEWITZ,072700000994,g,379.0,10.34,0.0,0.0,82.76,MATZO MEAL
376335,Interamerican Foods Corporation,029243000028,g,375.0,10.71,1.79,3.6,78.57,"LA MODERNA, 100% DRUM WHEAT MACARONI PASTA"
376338,"Meijer, Inc.",708820943162,g,375.0,0.0,0.0,0.0,75.0,FAJITA SEASONING MIX
376339,Birkett Mills,070577000390,g,378.0,13.33,2.22,4.4,77.78,100% PURE ROASTED WHOLE GRAIN BUCKWHEAT
376340,Aron Streit Inc.,070227502717,g,307.0,10.0,10.0,12.0,52.0,"STREIT'S, MEDITERRANEAN QUINOA"
376341,Nestle USA Inc.,043800450057,g,72.0,1.6,2.4,2.4,12.0,"FRESCORTI, PASTA SAUCE, MARINARA"
376342,"Meijer, Inc.",719283660718,g,77.0,4.62,0.0,6.2,13.85,ROASTED RED JALAPENO REFRIED BLACK BEANS
376343,"Meijer, Inc.",041250876335,g,17.0,0.0,0.0,0.0,3.33,SLICED JALAPENO PEPPERS
376344,JASON,041198006016,g,400.0,13.33,0.0,0.0,76.67,PLAIN BREAD CRUMBS
376345,"Meijer, Inc.",719283660701,g,69.0,4.62,0.0,6.2,13.08,ORGANIC REFRIED BLACK BEANS
376346,"I. Epstein & Sons, Inc.",070303022030,g,230.0,27.03,13.51,0.0,0.0,SARDINES
376347,"Meijer, Inc.",719283656865,g,64.0,1.43,1.79,0.7,11.43,SPANISH RICE
376348,"Meijer, Inc.",041250161097,g,77.0,4.62,1.15,5.4,13.08,REFRIED BEANS
376349,"Meijer, Inc.",719283660695,g,77.0,4.62,0.38,6.2,13.85,ORGANIC REFRIED BEANS
376350,"Meijer, Inc.",719283660688,g,85.0,4.62,1.15,6.2,14.62,ORGANIC VEGETARIAN REFRIED BEANS
376351,Smokewood Foods Co.,074882010600,g,500.0,5.56,25.0,2.8,61.11,"RIO RANCHO, TOSTADA BOWLS"
376352,"Meijer, Inc.",719283658722,g,33.0,0.0,0.0,3.3,6.67,DICED JALAPENO PEPPERS
376353,Hormel Foods Corporation,037600216296,g,80.0,2.82,3.76,0.9,9.39,TAMALES BEEF IN CHILI SAUCE
376354,"Meijer, Inc.",719283291165,g,77.0,4.62,1.15,4.6,13.08,REFRIED BEANS
376355,"Meijer, Inc.",041250161080,g,69.0,4.62,0.0,4.6,13.08,REFRIED BEANS
376356,"Meijer, Inc.",041250952237,g,77.0,4.62,1.15,4.6,13.08,REFRIED BEANS
376357,"Meijer, Inc.",713733083386,g,455.0,9.09,27.27,13.6,54.55,TACO SHELLS
376358,"Meijer, Inc.",713733083362,g,455.0,9.09,22.73,9.1,54.55,TACO SHELLS
376359,"Meijer, Inc.",713733083379,g,455.0,4.55,22.73,9.1,54.55,TACO SHELLS
376360,"B&G Foods, Inc.",041501010150,g,274.0,7.14,4.17,2.4,48.81,"ORTEGA, HARD & SOFT GRANDE TACO KIT"
376361,"Meijer, Inc.",713733814874,g,288.0,4.11,12.33,4.1,41.1,TACO DINNER KIT
376362,"Meijer, Inc.",713733814867,g,232.0,6.1,5.49,4.9,39.02,TACO DINNER KIT
376363,Hormel Foods Corporation,037600003711,g,294.0,5.88,23.53,0.0,11.76,"CHI-CHI'S, SNACKERS, NACHO CHEESE"
376365,"Frontera Foods, Inc.",604183121424,g,25.0,1.67,0.0,1.7,5.0,RED CHILE ENCHILADA SAUCE
376366,"Frontera Foods, Inc.",604183121431,g,42.0,1.67,2.5,1.7,5.0,GOURMET MEXICAN GREEN CHILE ENCHILADA SAUCE WITH ROASTED TOMATILLO + GARLIC
376367,Liberto Specialty Company Inc.,079426211109,g,113.0,1.61,7.26,0.0,9.68,CHEDDAR CHEESE SAUCE
376368,Hormel Foods Corporation,037600392655,g,132.0,2.94,8.82,0.0,11.76,SALSA CON QUESO
376369,La Preferida Inc,071524302550,g,113.0,0.0,8.06,0.0,9.68,NACHO CHEESE SAUCE
376370,"Meijer, Inc.",708820425897,g,36.0,0.0,0.0,3.6,7.14,"MEIJER GOLD, MILD SALSA"
376373,H & S Bakery Inc.,070287003780,g,289.0,7.89,3.95,2.6,55.26,"H&S BAKERY, HARVEST PRIDE, TEXAS TOAST BREAD"
376375,La Victoria Foods Inc.,072101012602,g,33.0,3.33,0.0,3.3,6.67,THICK N CHUNKY SALSA VERDE
376377,MRS. RENFRO'S,041235000342,g,91.0,1.52,6.82,0.0,9.09,NACHO CHEESE SAUCE
376380,La Victoria Foods Inc.,072101012312,g,33.0,0.0,0.0,0.0,6.67,"LA VICTORIA, SALSA CILANTRO, MED"
376381,XOCHITL,854137000217,g,536.0,7.14,21.43,7.1,64.29,MEXICAN STYLE CORN CHIPS
376385,"Bimbo Bakeries USA, Inc.",073410163320,g,280.0,8.0,4.0,2.0,52.0,"COUNTRY WHITE HOT DOG BUNS, WHITE"
376386,Wakefern Food Corporation,041190570232,g,300.0,10.0,3.75,2.5,57.5,"SHOPRITE, ENRICHED HAMBURGER"
376387,Wakefern Food Corporation,041190570096,g,240.0,12.0,4.0,8.0,48.0,"SHOPRITE, 100% WHOLE WHEAT BREAD"
376388,Schmidt Baking Company,071010209011,g,269.0,7.69,3.85,3.8,50.0,"SCHMIDT'S, DELICATESSEN, RYE BRAED"
376389,H & S Bakery Inc.,070287631860,g,409.0,13.64,4.55,4.5,77.27,"OLD TYME, MANISCHEWITZ, SEEDLESS RYE BREAD"
376390,"Bimbo Bakeries USA, Inc.",071330024172,g,279.0,9.3,3.49,2.3,53.49,ORIGINAL HAMBURGER BUNS
376391,Inbalance Health Corporation,857602004017,g,309.0,19.64,8.93,17.9,37.5,"INBAR, BAR, CHOCOLATE FUDGE"
376392,"Martin's Famous Pastry Shoppe, Inc.",075185005034,g,235.0,16.47,4.71,7.1,40.0,100% WHOLE WHEAT POTATO ROLLS
376393,"Harrison Baking Company, Inc.",012135435176,g,258.0,6.45,1.61,3.2,51.61,"PECHTER'S, REAL JEWISH RYE BREAD WITH CARAWAY SEEDS"
376394,Wakefern Food Corporation,041190571338,g,286.0,10.71,3.57,3.6,53.57,"SHOPRITE, WHEAT BREAD"
376395,"Bimbo Bakeries USA, Inc.",074323002362,g,449.0,8.01,24.04,1.6,49.68,"BIMBO, MINI CROISSANTS"
376396,Wakefern Food Corporation,041190574087,g,279.0,9.3,3.49,2.3,53.49,"SHOPRITE, ENRICHED HAMBURGER ROLLS"
376397,Wakefern Food Corporation,041190574834,g,186.0,9.3,2.33,9.3,44.19,"SHOPRITE, ENRICHED LIGHT HAMBURGER ROLLS"
376398,Barilla G & R F.Lli S.P.A.,076808000320,g,339.0,17.86,3.57,7.1,67.86,FARFALLE MULTIGRAIN PASTA
376399,Wakefern Food Corporation,041190571918,g,310.0,10.34,3.45,3.4,58.62,"SHOPRITE, ROUND TOP WHITE BREAD"
376400,"Bimbo Bakeries USA, Inc.",071305065032,g,281.0,9.38,2.34,1.6,53.12,PREMIUM ITALIAN HEARTY KAISER ROLLS
376401,Wakefern Food Corporation,041190575046,g,281.0,9.38,3.12,3.1,53.12,"SHOPRITE, SEEDED JEWISH RYE BREAD"
376402,"Bimbo Bakeries USA, Inc.",071673001069,g,277.0,8.51,3.19,2.1,51.06,WHITE BREAD
376403,"Bimbo Bakeries USA, Inc.",048121255084,g,274.0,9.47,1.58,3.2,55.79,BAGELS
376404,"Bimbo Bakeries USA, Inc.",071305055262,g,250.0,6.25,3.12,3.1,50.0,PREMIUM SEEDED ITALIAN BREAD
376405,Wakefern Food Corporation,041190575794,g,245.0,7.55,2.83,1.9,47.17,"SHOPRITE, ENRICHED POTATO HOT DOG ROLLS"
376406,Wakefern Food Corporation,041190571901,g,298.0,8.51,4.26,2.1,55.32,"SHOPRITE, ENRICHED SANDWICH WHITE BREAD"
376407,Wakefern Food Corporation,041190575947,g,286.0,10.71,1.79,3.6,53.57,"SHOPRITE, HONEY WHEAT BREAD"
376408,Wakefern Food Corporation,041190570195,g,281.0,9.38,3.12,6.2,53.12,"SHOP RITE, PUMPERNICKEL BREAD"
376409,"Martin's Famous Pastry Shoppe, Inc.",075185005010,g,229.0,14.29,4.29,5.7,40.0,100% WHOLE WHEAT POTATO BREAD
376410,"Martin's Famous Pastry Shoppe, Inc.",075185000022,g,264.0,13.21,4.72,3.8,43.4,24 PARTY POTATO ROLLS
376411,"Bimbo Bakeries USA, Inc.",071305055255,g,250.0,6.25,3.12,3.1,50.0,PREMIUM ITALIAN BREAD
376412,Wakefern Food Corporation,041190575787,g,283.0,9.43,2.83,1.9,56.6,"SHOPRITE, ENRICHED POTATO HAMBURGER"
376413,"Bimbo Bakeries USA, Inc.",071305064516,g,282.0,8.45,3.52,1.4,52.11,PREMIUM ITALIAN STEAK ROLLS
376414,"Wal-Mart Stores, Inc.",078742063058,g,296.0,14.08,16.9,1.4,21.13,"SAM'S CHOICE, MINI ANGUS BEEF & BACON CHEESEBURGERS"
376415,"Wal-Mart Stores, Inc.",078742108995,g,285.0,11.91,16.17,0.9,21.7,"SAM'S CHOICE, PERSONAL DOUBLE PEPPERONI PIZZA"
376416,"Wal-Mart Stores, Inc.",078742052205,g,146.0,7.08,7.52,1.3,11.95,MEAT LASAGNA
376417,"Wal-Mart Stores, Inc.",078742077017,g,242.0,4.55,13.64,1.5,25.76,"GREAT VALUE, ICE CREAM, PEANUT BUTTER CUP"
620348,"Brandstorm Inc,",812907013133,g,567.0,10.0,36.67,6.7,53.33,"HEMP SEEDS DARK CHOCOLATE SUPERFOOD SNACK, HEMP SEEDS"
620350,"Meijer, Inc.",041250946847,g,367.0,10.0,0.0,3.3,76.67,BLEACHED ENRICHED & PRE-SIFTED ALL-PURPOSE FLOUR
620352,"Meijer, Inc.",041250966579,g,375.0,0.0,0.0,0.0,100.0,"DARK BROWN SUGAR, DARK BROWN"
620354,"Meijer, Inc.",041250966562,g,375.0,0.0,0.0,0.0,100.0,"LIGHT BROWN SUGAR, LIGHT"
620356,"Meijer, Inc.",041250967156,g,400.0,0.0,0.0,0.0,100.0,CONFECTIONERS POWDERED SUGAR
620358,"Meijer, Inc.",041250966609,g,375.0,0.0,0.0,0.0,100.0,"LIGHT BROWN SUGAR, LIGHT"
620360,"Meijer, Inc.",041250946717,g,400.0,0.0,0.0,0.0,100.0,CONFECTIONERS POWDERED SUGAR
620362,"Meijer, Inc.",041250966586,g,400.0,0.0,0.0,0.0,100.0,POWDERED CONFECTIONERS SUGAR
620364,"SSI GoPicnic, LLC",890026002603,g,351.0,6.49,10.39,2.6,61.04,"GOPICNIC, TURKEY STICK & CRUNCH"
620366,"Meijer, Inc.",886926497755,g,93.0,3.08,0.88,0.0,18.06,"LOW FAT YOGURT, STRAWBERRY BANANA"
620368,"Meijer, Inc.",886926497762,g,88.0,10.0,0.0,0.0,4.71,"GREEK STRAINED NONFAT YOGURT, PLAIN"
620370,"Meijer, Inc.",886926497779,g,82.0,9.41,0.0,0.0,10.0,"GREEK STRAINED NONFAT YOGURT, VANILLA"
620372,"Meijer, Inc.",713733073646,g,94.0,8.24,0.0,0.0,14.12,"GREEK NONFAT YOGURT, STRAWBERRY BLENDED"
620374,"Chobani, Inc.",894700010144,g,75.0,8.81,0.0,0.4,9.69,"VANILLA BLENDED WITH GREEK YOGURT, VANILLA"
620376,"Chobani, Inc.",894700010434,g,101.0,9.69,4.85,0.4,3.96,"WHOLE MILK PLAIN GREEK YOGURT, WHOLE MILK PLAIN"
620378,FAGE,689544083016,g,53.0,10.13,0.0,0.0,3.08,NONFAT GREEK STRAINED YOGURT
620380,FACE,689544083023,g,70.0,10.13,1.98,0.0,3.08,GRADE A TOTAL 2% MILKFAT GREEK STRAINED YOGURT
620382,"Chobani, Inc.",894700010106,g,87.0,7.33,1.67,0.7,11.33,"LOW-FAT GREEK YOGURT WITH PINEAPPLE ON THE BOTTOM, PINEAPPLE"
620384,"Chobani, Inc.",894700010335,g,93.0,7.33,1.67,0.7,12.0,"LOW-FAT GREEK YOGURT WITH MANGO ON THE BOTTOM, MANGO"
620386,"Chobani, Inc.",894700010045,g,80.0,8.0,0.0,0.7,12.0,"NON-FAT GREEK YOGURT WITH STRAWBERRY ON THE BOTTOM, STRAWBERRY"
620388,"Chobani, Inc.",894700010090,g,100.0,7.33,3.0,0.0,11.33,"LEMON & CREAM CREAMY BLENDED GREEK YOGURT, LEMON & CREAM"
620390,"Chobani, Inc.",894700010328,g,87.0,7.33,1.67,0.7,12.0,"LOW-FAT GREEK YOGURT WITH STRAWBERRY BANANA ON THE BOTTOM, STRAWBERRY BANANA"
620392,"Chobani, Inc.",894700010052,g,80.0,8.0,0.0,0.7,12.0,"LOCALLY SOURCED MILK GREEK YOGURT WITH BLUEBERRY, BLUEBERRY"
620394,"Chobani, Inc.",818290012289,g,153.0,8.0,6.67,1.3,15.33,"ALMOND COCO LOCO COCONUT LOW-FAT GREEK YOGURT WITH HONEY ROASTED SALTED ALMONDS & DARK CHOCOLATE, ALMOND COCO LOCO"
620396,"Chobani, Inc.",818290014252,g,153.0,8.0,6.67,1.3,16.0,CHOCOLATE HAZELNUT FLAVORED LOW-FAT GREEK YOGURT WITH HAZELNUTS & MILK CHOCOLATE
620398,Maple Hill Creamery,855088005184,g,100.0,7.33,3.33,0.0,11.33,"STRAWBERRY WHOLE MILK GREEK YOGURT, STRAWBERRY"
620400,FAGE,689544080008,g,53.0,10.59,0.0,0.0,2.94,TOTAL 0% MILKFAT GREEK STRAINED YOGURT
620402,"Meijer, Inc.",708820173750,g,221.0,2.94,11.76,1.5,25.0,"PREMIUM ICE CREAM, CHOCOLATE"
620404,Bob Evans Farms Inc,075900004151,g,243.0,9.56,11.76,0.7,22.79,"BACON, EGG & CHEESE WITH POTATOES & ONIONS BURRITOS, BACON, EGG & CHEESE"
620406,"Meijer, Inc.",713733347358,g,67.0,1.67,1.67,2.5,10.83,"MEIJER, PASTA SAUCE, MEAT, MEAT"
620408,"Meijer, Inc.",041250854067,g,57.0,2.44,1.63,2.4,8.94,"MEIJER, CHUNKY PASTA SAUCE, THREE CHEESE, THREE CHEESE"
620410,"Meijer, Inc.",708820044890,g,153.0,3.53,2.94,0.0,29.41,"LOW FAT FROZEN YOGURT, VANILLA"
620412,BRIDGFORD,047500008921,g,351.0,5.26,15.79,1.8,47.37,CINNAMON PULL-APART MONKEY BREAD
620414,EL MONTEREY,071007187438,g,211.0,9.15,7.75,1.4,26.76,"CHICKEN & MONTEREY JACK CHEESE CHIMICHANGAS, CHICKEN & MONTEREY JACK CHEESE"
620416,"Meijer, Inc.",708820157781,g,234.0,3.19,10.64,0.0,31.91,"PREMIUM ICE CREAM, CHOCOLATE CHIP COOKIE DOUGH"
620418,"Meijer, Inc.",708820044913,g,212.0,3.53,8.24,1.2,35.29,"FROZEN YOGURT, DENALI CHOCOLATE MOOSE TRACKS"
620420,"Meijer, Inc.",708820044906,g,153.0,3.53,2.94,0.0,29.41,"LOW FAT YOGURT, STRAWBERRY"
620422,"Meijer, Inc.",708820173590,g,206.0,2.94,11.76,0.0,23.53,"PREMIUM ICE CREAM, VANILLA"
620424,"Meijer, Inc.",708820046610,g,153.0,2.35,2.35,0.0,31.76,"FROZEN YOGURT, PEACH"
620426,"Meijer, Inc.",708820952539,g,109.0,0.0,2.72,1.1,21.74,"MEIJER, PUDDING SNACKS, BUTTERSCOTCH, BUTTERSCOTCH"
620428,"Meijer, Inc.",708820952621,g,109.0,1.09,2.17,1.1,21.74,"MEIJER, PUDDING SNACKS, CHOCOLATE VANILLA, CHOCOLATE VANILLA"
620430,SUPERPRETZEL,073321072421,g,250.0,13.46,7.69,1.9,34.62,"MOZZARELLA STUFFED SOFT PRETZEL STICKS, MOZZARELLA"
620432,"Meijer, Inc.",708820952522,g,109.0,0.0,2.72,1.1,20.65,"MEIJER, PUDDING SNACKS, VANILLA, VANILLA"
620434,"Meijer, Inc.",708820287938,g,200.0,5.71,5.0,1.4,34.29,"MULTIGRAIN WAFFLES, MULTIGRAIN"
620436,"Meijer, Inc.",041250184744,g,186.0,4.29,4.29,1.4,31.43,"HOMESTYLE WAFFLES, HOMESTYLE"
620438,"Meijer, Inc.",713733346252,g,186.0,4.29,4.29,1.4,31.43,"HOMESTYLE WAFFLES, HOMESTYLE"
620440,"Meijer, Inc.",719283773685,g,291.0,4.55,14.55,1.8,38.18,"MEIJER, FRENCH TOAST STICKS, ORIGINAL, ORIGINAL"
620442,"Atkins Nutritionals, Inc.",637480090315,g,129.0,9.41,9.02,2.0,3.92,"CHILI CON CARNE GROUND BEEF WITH GREEN & RED BELL PEPPERS AND TOMATOES IN A CHILI SAUCE, TOPPED WITH CHEDDAR CHEESE"
620444,"Meijer, Inc.",719283411860,g,175.0,7.02,3.51,0.0,28.07,"HOMESTYLE FRENCH TOAST, HOMESTYLE"
620446,"Meijer, Inc.",041250028260,g,200.0,4.29,5.71,1.4,34.29,"CHOCOLATE CHIP WAFFLES, CHOCOLATE CHIP"
620448,"Meijer, Inc.",719283490605,g,222.0,5.13,2.56,0.9,42.74,"BUTTERMILK PANCAKES, BUTTERMILK"
620450,"Meijer, Inc.",719283490612,g,209.0,4.55,2.73,0.9,40.0,"BUTTERMILK MINI PANCAKES, BUTTERMILK"
620452,The Schwan Food Company,072180631930,g,247.0,9.64,11.45,1.2,27.71,"A CRUST TOPPED WITH GRAVY, SAUSAGE, SCRAMBLED EGGS, MOZZARELLA AND CHEDDAR CHEESE, SAUSAGE"
620454,"Hostess Brands, LLC",888109110048,g,415.0,2.44,14.63,0.0,68.29,"CINNAMON STREUSEL COFFEE CAKES, CINNAMON STREUSEL"
620456,"Meijer, Inc.",041250695837,g,375.0,0.0,0.0,0.0,95.83,"FRENCH VANILLA INSTANT PUDDING & PIE FILLING, FRENCH VANILLA"
620458,"Meijer, Inc.",708820952553,g,120.0,1.09,2.17,2.2,22.83,"MEIJER, PUDDING SNACKS, CHOCOLATE FUDGE, CHOCOLATE FUDGE"
620460,"Meijer, Inc.",708820952546,g,120.0,1.09,3.26,1.1,20.65,"MEIJER, PUDDING SNACKS, TAPIOCA, TAPIOCA"
620462,"Meijer, Inc.",041250691556,g,381.0,4.76,0.0,0.0,90.48,"STRAWBERRY FLAVORED GELATIN DESSERT, STRAWBERRY"
620466,Wakefern Food Corporation,041190006670,g,250.0,0.0,0.0,0.0,65.0,"PRESERVES, STRAWBERRY, STRAWBERRY"
620468,LU,694990008506,g,400.0,4.0,12.0,4.0,68.0,"ORANGE EUROPEAN BISCUITS, ORANGE"
620472,"Meijer, Inc.",041250008750,g,381.0,4.76,0.0,0.0,90.48,"BERRY BLUE GELATIN DESSERT, BERRY BLUE"
620474,"Meijer, Inc.",719283662477,g,393.0,25.0,32.14,0.0,3.57,"MEIJER, COLBY & MONTEREY JACK CHEESES"
620476,"Meijer, Inc.",708820952515,g,109.0,1.09,2.17,1.1,21.74,"MEIJER, PUDDING SNACKS, CHOCOLATE, CHOCOLATE"
620478,"Meijer, Inc.",041250691525,g,381.0,4.76,0.0,0.0,90.48,"GELATIN DESSERT, ORANGE"
620480,Pinnacle Foods Group LLC,698997808039,g,185.0,7.93,11.01,1.3,14.54,"UDI'S, GLUTEN FREE ITALIAN SAUSAGE LASAGNA"
620482,Pinnacle Foods Group LLC,698997808008,g,194.0,5.73,11.45,0.9,17.18,"UDI'S, RICH & CREAMY PENNE & CHEESE WITH UNCURED BACON"
620484,BACK TO NATURE,819898010615,g,62.0,2.49,0.83,2.5,11.62,MINESTRONE WITH FARRO SOUP
620486,"Pacific Foods of Oregon, Inc.",052603054737,g,49.0,2.02,1.62,0.8,6.88,"ORGANIC SOUP, CHICKEN & WILD RICE"
620488,"Pacific Foods of Oregon, Inc.",052603054621,g,65.0,1.22,2.86,1.6,8.98,"ORGANIC THAI SWEET POTATO SOUP, THAI SWEET POTATO"
620490,Gorton's of Gloucester,044400157506,g,213.0,9.26,10.19,0.9,21.3,"CRISPY BATTERED FISH FILLETS, CRISPY BATTERED"
620492,Pinnacle Foods Group LLC,891627007318,g,142.0,5.33,3.55,3.0,23.67,"EVOL, STREET TACOS, SWEET POTATO, BLACK BEAN & GOAT CHEESE, SWEET POTATO, BLACK BEAN & GOAT CHEESE"
620494,The Kellogg Company,884623100466,g,439.0,14.04,19.3,8.8,54.39,"REAL NUT ENERGY BAR, ALMOND CRANBERRY"
620496,Clif Bar and Company,722252168580,g,412.0,29.41,14.71,2.9,42.65,"CRUNCHY PEANUT BUTTER PROTEIN BARS, CRUNCHY PEANUT BUTTER"
620498,Clif Bar and Company,722252601414,g,412.0,29.41,14.71,2.9,42.65,"CHOCOLATE PEANUT BUTTER PROTEIN BAR, CHOCOLATE PEANUT BUTTER"
620500,"Small Planet Foods, Inc.",021908509365,g,422.0,8.89,20.0,8.9,57.78,"THE ORIGINAL FRUIT & NUT FOOD BAR, CHOCOLATE CHIP BROWNIE"
620502,The Kellogg Company,854210001018,g,396.0,12.5,16.67,8.3,54.17,"PURE, ORGANIC CHOCOLATE BROWNIE BAR"
620504,The Kellogg Company,884623100374,g,439.0,14.04,21.05,7.0,54.39,CHOCOLATE CHIP PEANUT BUTTER ENERGY BAR
620506,Clif Bar and Company,722252161017,g,397.0,16.18,13.24,5.9,54.41,"NUTS & SEEDS ENERGY BAR, NUTS & SEEDS"
620508,Clif Bar and Company,722252233011,g,422.0,26.67,17.78,6.7,42.22,"LUNA, HIGH PROTEIN BAR, CHOCOLATE PEANUT BUTTER, CHOCOLATE PEANUT BUTTER"
620510,The Kellogg Company,854210001063,g,396.0,12.5,16.67,6.2,54.17,"PURE ORGANIC, WILD BLUEBERRY BAR"
620512,"Small Planet Foods, Inc.",021908507378,g,422.0,6.67,20.0,6.7,57.78,"MUFFIN, BLUEBERRY"
