b,g,e,p,f,d,c,n
"Tri-Union Seafoods, LLC",048000100030,179.0,21.43,10.71,0.0,0.0,"CHICKEN OF THE SEA, SOLID LIGHT YELLOWFIN TUNA IN OLIVE OIL"
"Bumble Bee Foods, LLC",086600241906,125.0,28.57,4.46,0.0,0.0,"BUMBLE BEE, PRIME FILLET OMEGA-3 ALBACORE TUNA"
ROUNDY'S,011150049634,107.0,23.21,0.89,0.0,0.0,CHUNK LIGHT TUNA IN WATER
ROUNDY'S,011150049597,107.0,23.21,0.89,0.0,0.0,CHUNK LIKE TUNA IN WATER
ROUNDY'S,011150049665,107.0,23.21,0.89,0.0,0.0,CHUNK LIGHT TUNA IN WATER
ROUNDY'S,011150049689,107.0,23.21,0.89,0.0,0.0,CHUNK LIGHT TUNA IN WATER
Getsym Enterprises Inc,852285001117,242.0,1.61,22.58,1.6,8.06,"ESTHER'S AUTHENTIC FOODS, READY STEW, UNIVERSAL SAUCE, SPICY"
Getsym Enterprises Inc,852285001124,242.0,1.61,22.58,1.6,8.06,"ESTHER'S AUTHENTIC FOODS, READY STEW, UNIVERSAL SAUCE, MILD"
Hormel Foods Corporation,037600275545,143.0,12.5,10.71,0.0,0.0,"HORMEL, PIGS FEET"
Hormel Foods Corporation,037600000826,179.0,14.29,14.29,0.0,0.0,"HORMEL, PORK HOCKS, BONELESS + PACKED IN VINEGAR"
SYLVIA'S,608623000362,42.0,3.39,0.85,3.4,5.08,SPECIALLY-SEASONED MUSTARD GREENS
McCall Farms Inc,736393203215,135.0,1.5,0.0,1.5,32.33,SWEET POTATO CASSEROLE
Del Monte Foods Inc.,070522294102,25.0,0.0,0.0,2.5,5.0,"THE ALLENS, SUNSHINE, DICED RUTABAGAS"
ROUNDY'S,011150105507,107.0,21.43,1.79,0.0,0.0,"ROUNDY'S, PREMIUM CHUNK CHICKEN BREAST IN WATER"
ROUNDY'S,011150105514,107.0,21.43,1.79,0.0,0.0,"ROUNDY'S, CHICKEN BREAST, PREMIUM CHUNK, IN WATER"
ROUNDY'S,011150121644,304.0,12.5,28.57,0.0,0.0,"ROUNDY'S, LUNCHEON MEAT"
ROUNDY'S,011150104302,55.0,1.56,0.0,1.6,10.94,SLOPPY JOE ORIGINAL SAUCE
ROUNDY'S,011150121613,119.0,6.78,6.78,1.3,7.2,"ROUNDY'S, CHILLI WITHOUT BEANS"
ROUNDY'S,011150121590,101.0,5.26,3.64,2.8,12.15,"ROUNDY'S, CHILI WITH BEANS"
"Topco Associates, Inc.",036800179271,62.0,2.07,0.41,1.2,13.22,"CLEAR VALUE, SPAGHETTI RINGS"
ROUNDY'S,011150114400,62.0,2.07,0.41,1.2,13.22,"ROUNDY'S, PASTA RINGS IN TOMATO AND CHEESE SAUCE"
ROUNDY'S,011150114424,98.0,3.53,3.92,2.4,11.37,"ROUNDY'S, SPAGHETTI AND MEATBALLS IN TOMATO SAUCE"
ROUNDY'S,011150114417,74.0,2.07,0.83,1.2,14.46,"ROUNDY'S, SPAGHETTI IN TOMATO AND CHEESE SAUCE"
ROUNDY'S,011150114455,100.0,3.61,3.61,1.2,13.65,"ROUNDY'S, MACARONI AND BEEF IN TOMATO SAUCE"
ROUNDY'S,011150114462,96.0,3.33,2.92,2.9,13.75,"ROUNDY'S, MINI BEEF RAVIOLI IN TOMATO AND MEAT SAUCE"
"Topco Associates, Inc.",036800179288,75.0,2.5,0.83,1.7,14.17,"CLEAR VALUE, BEEF RAVIOLI IN TOMATO SAUCE"
ROUNDY'S,011150114431,96.0,3.33,3.33,1.7,13.75,"ROUNDY'S, BEEF RAVIOLI IN TOMATO AND MEAT SAUCE"
ROUNDY'S,011150114493,104.0,3.85,1.92,2.3,16.92,"ROUNDY'S, BEEF RAVIOLI, OVER-STUFFED, IN TOMATO AND MEAT SAUCE"
ROUNDY'S,011150114516,96.0,3.33,2.92,2.9,14.17,"ROUNDY'S, MINI BEEF RAVIOLI"
ROUNDY'S,011150030045,92.0,4.62,0.38,3.8,16.15,DARK RED KIDNEY BEANS
SIMPLY ROUNDY'S ORGANIC,011150982641,85.0,6.15,0.0,6.2,15.38,"SIMPLY ROUNDY'S ORGANIC, ORGANIC DARK RED KIDNEY BEANS"
ROUNDY'S,011150030960,100.0,3.85,0.77,3.1,14.62,GARBANZO BEANS
SIMPLY ROUNDY'S,011150982610,92.0,5.38,0.77,5.4,16.15,ORGANIC THREE BEAN BLEND
SIMPLY ROUNDY'S ORGANIC,011150982931,85.0,6.15,0.0,3.8,14.62,"SIMPLY ROUNDY'S ORGANIC, ORGANIC CANNELLINI BEANS"
ROUNDY'S,011150030991,85.0,4.62,0.38,3.8,15.38,NAVY BEANS
ROUNDY'S,011150030786,85.0,4.62,0.38,2.3,14.62,BUTTER BEANS
ROUNDY'S,011150121514,108.0,4.62,0.77,4.6,20.77,"ROUNDY'S, ORIGINAL BAKED BEANS WITH BACON & BROWN SUGAR"
ROUNDY'S,011150121743,108.0,4.62,0.77,5.4,21.54,"ROUNDY'S, ONION BAKED BEANS WITH BACON & BROWN SUGAR"
ROUNDY'S,011150982924,92.0,5.38,0.38,3.8,16.15,"ROUNDY'S, ORGANICS, CHILI BEANS, IN MILD SAUCE"
"Topco Associates, Inc.",036800143876,77.0,5.38,0.38,5.4,16.15,"CLEAR VALUE, RED KIDNEY BEANS"
ROUNDY'S,011150030021,85.0,4.62,0.38,4.6,15.38,LIGHT RED KIDNEY BEANS
SIMPLY ROUNDY'S ORGANIC,011150982580,92.0,4.62,1.54,4.6,15.38,"SIMPLY ROUNDY'S ORGANIC, GARBANZO BEANS"
SIMPLY ROUNDY'S ORGANIC,011150982665,85.0,5.38,0.0,3.8,16.15,"SIMPLY ROUNDY'S ORGANIC, PINTO BEANS"
ROUNDYS,011150030984,77.0,3.85,0.38,3.1,14.62,PINTO BEANS
ROUNDY'S,011150030977,85.0,4.62,0.38,3.8,14.62,SMALL RED BEANS
ROUNDY'S,011150031004,92.0,4.62,0.38,3.8,14.62,GREAT NORTHERN BEANS
SIMPLY ROUNDY'S ORGANIC,011150982917,85.0,5.38,0.0,4.6,15.38,"SIMPLY ROUNDY'S ORGANIC, GREAT NORTHERN BEANS"
ROUNDY'S,011150121545,92.0,4.62,0.38,5.4,18.46,"ROUNDY'S, PORK & BEANS WITH TOMATO SAUCE"
ROUNDY'S,011150121781,108.0,4.62,0.77,4.6,21.54,"ROUNDY'S, HOMESTYLE, BAKED BEANS, WITH BACON & BROWN SUGAR"
ROUNDY'S,011150982696,33.0,1.64,0.0,1.6,8.2,"ROUNDY'S, ORGANICS, TOMATO SAUCE"
ROUNDY'S,011150982719,81.0,3.23,0.0,3.2,16.13,"ROUNDY'S, ORGANIC TOMATO PASTE"
ROUNDY'S,011150982733,41.0,1.64,0.0,1.6,6.56,"ROUNDY'S, ORGANICS CRUSHED TOMATOES IN PUREE WITH BASIL"
ROUNDY'S,011150982658,20.0,0.79,0.0,0.8,4.72,"ROUNDY'S, DICED TOMATOES IN JUICE"
ROUNDY'S,011150982573,20.0,0.79,0.0,0.8,4.72,"ROUNDY'S, ORGANIC DICED TOMATOES IN JUICE"
ROUNDY'S,011150998604,25.0,0.83,0.0,0.8,4.96,DICED TOMATOES GREEN CHILIES WITH LIME JUICE & CILANTRO
ROUNDY'S,011150998581,17.0,0.83,0.0,0.8,3.31,DICED TOMATOES WITH GREEN CHILIES
Del Monte Foods Inc.,024000016854,24.0,0.79,0.0,0.8,4.76,DICED TOMATOES
Del Monte Foods Inc.,024000522492,24.0,0.79,0.0,0.8,5.56,PETITE DICED TOMATOES WITH GREEN CHILIES
DEI FRATELLI,979449502034,20.0,0.81,0.0,0.8,4.88,"DEI FRATELLI, PETITE DICED TOMATOES"
Del Monte Foods Inc.,024000012337,32.0,0.79,0.0,0.8,7.14,STEWED TOMATOES
ROUNDY'S,011150046626,91.0,6.06,0.0,6.1,21.21,TOMATO PASTA
ROUNDY'S,011150046381,91.0,6.06,0.0,6.1,18.18,TOMATO PASTE
ROUNDY'S,011150046138,21.0,0.83,0.0,0.8,4.13,DICED TOMATOES WITH GREEN CHILIES
ROUNDY'S,011150046862,33.0,0.0,0.0,1.6,8.2,TOMATO SAUCE
ROUNDY'S,011150046848,33.0,1.64,0.0,1.6,6.56,TOMATO SAUCE
ROUNDY'S,011150046305,25.0,0.83,0.0,0.8,5.79,PETITE DICED TOMATOES
ROUNDY'S,011150046237,24.0,0.81,0.0,0.8,5.69,PETITE DICED TOMATOES
ROUNDY'S,011150046244,21.0,0.83,0.0,0.8,4.13,DICED TOMATOES
ROUNDY'S,011150046282,21.0,0.83,0.0,0.8,4.13,PETITE DICED TOMATOES IN TOMATO JUICE
ROUNDY'S,011150046183,21.0,0.83,0.0,0.8,4.13,DICED TOMATOES
ROUNDY'S,011150046268,21.0,0.83,0.0,0.8,4.13,WHOLE PEELED TOMATOES
ROUNDY'S,011150046329,21.0,0.83,0.0,0.8,4.13,PETITE DICED TOMATOES IN TOMATO JUICE
ROUNDY'S,011150046251,33.0,1.64,0.0,1.6,8.2,CRUSHED TOMATOES
ROUNDY'S,011150032162,71.0,0.0,0.0,0.0,14.29,SLICED PICKLED BEETS
ROUNDY'S,011150032605,67.0,0.0,0.0,0.0,16.67,SWEET SOUR RED CABBAGE
ROUNDY'S,011150034609,64.0,1.6,1.2,1.6,7.2,WHOLE KERNEL SWEET CORN
ROUNDY'S,011150033565,80.0,1.6,0.8,0.8,16.8,CREAM STYLE GOLDEN SWEET CORN
ROUNDY'S,011150028400,17.0,0.83,0.0,1.7,3.33,CUT GREEN BEANS
ROUNDY'S,011150029162,17.0,0.83,0.0,1.7,3.33,FRENCH STYLE GREEN BEANS
ROUNDY'S,011150039260,56.0,3.2,0.4,2.4,9.6,MEDIUM PEAS
ROUNDY'S,011150038300,48.0,2.4,0.4,2.4,8.0,PEAS & CARROTS
ROUNDY'S,011150036405,28.0,0.8,0.0,0.8,5.6,MIXED VEGETABLES
ROUNDY'S,011150038348,48.0,2.4,0.4,2.4,8.0,PEAS & CARROTS
ROUNDY'S,011150038867,56.0,3.2,0.4,2.4,9.6,MIXED SWEET PEAS
ROUNDY'S,011150039345,56.0,3.2,0.4,2.4,9.6,MEDIUM PEAS
ROUNDY'S,011150038942,56.0,3.2,0.4,2.4,9.6,SMALL EARLY PEAS
ROUNDY'S,011150029186,17.0,0.83,0.0,1.7,3.33,FRENCH STYLE GREEN BEANS
ROUNDY'S,011150029360,17.0,0.83,0.0,1.7,3.33,WHOLE GREEN BEANS
ROUNDY'S,011150030946,72.0,3.2,0.4,3.2,13.6,LIMA BEANS
ROUNDY'S,011150031387,33.0,0.83,0.0,0.8,6.67,SLICED BEETS
ROUNDYS,011150031325,33.0,0.83,0.0,0.8,6.67,DICED BEETS
ROUNDY'S,011150027823,17.0,0.83,0.0,1.7,3.33,CUT WAX BEANS
ROUNDY'S,011150028387,17.0,0.83,0.0,1.7,3.33,VERI-GREEN CUT GREEN BEANS
ROUNDY'S,011150028462,17.0,0.83,0.0,1.7,3.33,KITCHEN CUT GREEN BEANS
ROUNDY'S,011150034685,64.0,1.6,1.2,1.6,7.2,WHOLE KERNEL SWEET CORN
ROUNDY'S,011150042628,45.0,0.65,0.0,1.3,9.03,WHOLE SMALL POTATOES
ROUNDY'S,011150042666,42.0,0.61,0.0,1.2,9.09,SLICED POTATOES
ROUNDY'S,011150043151,88.0,0.0,0.0,0.6,21.25,CUT SWEET POTATOES IN LIGHT SYRUP
ROUNDY'S,011150043137,88.0,0.0,0.0,0.6,21.25,CUT SWEET POTATOES IN LIGHT SYRUP
ROUNDY'S,011150043120,88.0,0.0,0.0,0.6,21.25,CUT SWEET POTATOES IN LIGHT SYRUP
ROUNDY'S,011150044615,26.0,1.74,0.0,1.7,3.48,CHOPPED LEAF SPINACH
ROUNDYS,011150044622,26.0,1.74,0.0,1.7,3.48,LEAF SPINACH
ROUNDY'S,011150033589,80.0,1.6,0.8,0.8,16.8,CREAM STYLE GOLDEN SWEET CORN
ROUNDY'S,011150027045,17.0,1.67,0.0,0.8,2.5,CUT ASPARAGUS SPEARS
"Giorgio Foods, Inc.",071592008569,17.0,1.74,0.0,0.9,2.61,SLICED MUSHROOMS
ROUNDY'S,011150037389,12.0,1.54,0.0,2.3,3.85,STEMS & PIECES MUSHROOM
ROUNDY'S,011150031363,33.0,0.83,0.0,0.8,6.67,SLICED BEETS
ROUNDY'S,011150032803,25.0,0.83,0.0,1.7,5.0,SLICED CARROTS
SYLVIA'S,608623000355,34.0,2.54,0.42,3.4,4.24,SPECIALLY-SEASONED TURNIP GREENS
ROUNDY'S,011150043861,17.0,0.0,0.0,3.3,3.33,SHREDDED SAUERKRAUT
ROUNDY'S,011150043847,17.0,0.0,0.0,3.3,3.33,SHREDDED SAUERKRAUT
FRANK'S,034300000064,17.0,3.33,0.0,3.3,3.33,QUALITY KRAUT
ROUNDY'S,011150040549,397.0,11.11,7.94,1.6,66.67,BUTTER PASTA & SAUCE
ROUNDY'S,011150040617,357.0,12.5,2.68,1.8,69.64,STROGANOFF PASTA & SAUCE
ROUNDY'S,011150040594,367.0,11.67,4.17,3.3,70.0,FETTUCCINE IN A PARMESAN CHEESE SAUCE
ROUNDY'S,011150111454,316.0,11.22,10.2,2.0,45.92,"ROUNDY'S, DELUXE MACARONI & CHEESE"
ROUNDY'S,011150111478,310.0,11.5,11.5,1.8,40.71,"ROUNDY'S, DELUXE SHELLS & CHEESE"
ROUNDY'S,011150111645,355.0,9.68,1.61,3.2,70.97,"ROUNDY'S, CHEESEBURGER SKILLET DINNER, PASTA & SAUCE MIX"
ROUNDY'S,011150111706,324.0,8.82,1.47,2.9,64.71,"ROUNDY'S, THREE CHEESE SKILLET DINNER"
ROUNDY'S,011150111720,343.0,11.43,1.43,2.9,71.43,"ROUNDY'S, LASAGNA SKILLET DINNER"
ROUNDY'S,011150111683,355.0,19.35,3.23,3.2,67.74,"ROUNDY'S, BEEF STROGANOFF SKILLET DINNER"
THE NEW PRIMAL,804879495710,214.0,28.57,3.57,0.0,14.29,"THE NEW PRIMAL, BEEF JERKY, SPICY"
"The New Primal, LLC",860060000118,321.0,42.86,8.93,0.0,17.86,BEEF JERKY
CADIA,815369012317,600.0,40.0,40.0,20.0,20.0,TERIYAKI ROASTED SEAWEED
PCC,710718100038,304.0,7.14,25.0,3.6,16.07,SUNNY DAY MIX
PCC NATURAL MARKET,710718100458,500.0,14.29,35.71,7.1,39.29,RAW POWER MIX
PCC,710718100014,232.0,5.36,14.29,3.6,25.0,OREGON TRAILS MIX
PCC,710718100229,500.0,14.29,32.14,7.1,46.43,SEVENTH HEAVEN ORGANIC TRAIL MIX
Nutradried LLP.,850808005024,583.0,41.67,41.67,0.0,0.0,"MOON CHEESE, GOUDA CHEESE"
"The Peanut Patch, Inc.",045518009022,607.0,25.0,42.86,14.3,28.57,"FERIDIES, SUPER EXTRA LARGE VIRGINIA PEANUTS, SALTED"
"The Peanut Patch, Inc.",045518009268,571.0,25.0,46.43,7.1,17.86,"FERIDIES, VIRGINIA PEANUTS, SUPER EXTRA LARGE VIRGINIA PEANUTS, HICKORY SMOKED"
"The Peanut Patch, Inc.",045518009343,607.0,25.0,46.43,7.1,14.29,VIRGINIA PEANUTS
Sunflower Food Company Inc.,701175940152,500.0,6.67,23.33,3.3,63.33,HONEY TOASTED CASHEWS
Gimme Health Foods LLC,851093004044,500.0,20.0,40.0,20.0,20.0,"GIMME, ORGANIC ROASTED SEAWEED SNACK, TERIYAKI"
Made In Nature LLC,850747004102,393.0,17.86,25.0,3.6,42.86,"PACIFIC NORTHWEST, KALE CHIPS, LAVA ROCK SRIRACHA, FIERY HOUSEMADE ORGANIC SRIRACHA"
HIMALANIA,856308000927,357.0,14.29,1.79,17.9,75.0,"HIMALANIA, ANTIOXIDANT GOJI BERRIES"
INKA,819046000437,429.0,7.14,14.29,7.1,75.0,"ROASTED GIANT CORN, ORIGINAL"
INKA CORN,819046000420,393.0,7.14,14.29,17.9,75.0,"ROASTED GIANT CORN, CHILE PICANTE"
"Eartharvest Foods, LLC",604704123517,500.0,32.14,39.29,3.6,14.29,"PUMPKORN, ORGANIC SHELLED SEA SALT PUMPKIN SEEDS"
INDIAN LIFE,777762004316,500.0,3.57,50.0,3.6,14.29,MASALA PEAS
"Turtle Island Foods, Inc.",025583004276,192.0,26.92,5.77,5.8,9.62,DELI SLICES BOLOGNA STYLE TANGY SANDWICH
The Field Roast Grain Meat Company,638031605026,192.0,23.08,5.77,3.8,11.54,"FIELD ROAST, WILD MUSHROOM"
YVES VEGGIE CUISINE,060822001166,150.0,23.33,1.67,0.0,10.0,"YVES VEGGIE CUISINE, VEGGIE PEPPERONI"
"Sunrice, LLC",824615000510,195.0,16.81,9.73,0.0,11.5,"SUNRICE, TSSS, TOFU IN SPICY SUNRICE SAUCE"
The Field Roast Grain Meat Company,638031612185,237.0,27.63,10.53,5.3,7.89,"FIELD ROAST, VEGETARIAN FRANKFURTERS"
The Field Roast Grain Meat Company,638031601042,248.0,27.43,8.85,5.3,14.16,"FIELD ROAST, STUFFED CELEBRATION ROAST"
"Turtle Island Foods, Inc.",025583001503,141.0,14.13,3.26,5.4,14.13,"TOFURKY, TEMPEH COCONUT CURRY"
"Turtle Island Foods, Inc.",025583200005,200.0,15.29,8.24,5.9,17.65,"TOFURKY, ORGANIC 5 GRAIN CAKE"
"Turtle Island Foods, Inc.",025583100008,188.0,15.29,4.12,8.2,23.53,"TOFURKY, TEMPEH ORGANIC SOY CAKE"
Alpina Productos Alimenticios,083322014603,112.0,8.24,2.06,1.2,15.88,"ALPINA, ARTISAN GRANOLAS GREEK NONFAT YOGURT, ALMOND BERRY"
Alpina Productos Alimenticios,083322014610,112.0,8.24,2.65,1.2,15.29,"ALPINA, GREEK NONFAT YOGURT, VANILLA BEAN"
Alpina Productos Alimenticios,083322015310,118.0,8.24,2.65,1.2,16.47,"ALPINA, GREEK NONFAT YOGURT, ARTISAN GRANOLAS, PEACH"
Food Town Stores Inc.,035826052001,333.0,11.11,10.1,2.0,47.47,DELUXE MACARONI & CHEESE DINNER
Alpina Productos Alimenticios,083322015327,80.0,8.0,0.0,0.2,11.33,"ALPINA, GREEK NONFAT STRAINED YOGURT, PEACH"
Alpina Productos Alimenticios,083322015334,73.0,8.0,0.0,0.2,10.0,"ALPINA, GREEK NON FAT STRAINED YOGURT, STRAWBERRY"
Alpina Productos Alimenticios,083322015358,87.0,7.33,0.0,0.2,14.0,"ALPINA, GREEK NON FAT STRAINED YOGURT, BLACK CHERRY"
Alpina Productos Alimenticios,083322015365,80.0,8.0,0.0,0.2,12.0,"ALPINA, NON FAT STRAINED GREEK YOGURT, BLUEBERRY"
Alpina Productos Alimenticios,083322015372,80.0,8.0,0.0,0.2,12.0,"ALPINA, GREEK NON FAT STRAINED YOGURT, MANGO"
Alpina Productos Alimenticios,083322015808,118.0,8.24,2.65,1.2,15.29,"ALPINA, GREEK NONFAT YOGURT, ARTISAN GRANOLAS, MANGO"
Alpina Productos Alimenticios,083322015822,100.0,9.41,2.65,0.6,10.59,"ALPINA, ARTISAN GRANOLAS GREEK NONFAT YOGURT, PLAIN"
Alpina Productos Alimenticios,083322092199,87.0,8.0,0.0,0.2,14.67,"ALPINA, GREEK NON FAT STRAINED YOGURT, PINEAPPLE"
Alpina Productos Alimenticios,083322092205,124.0,7.65,2.65,1.2,18.82,"ALPINA, GREEK NONFAT YOGURT, TROPICAL CHIA, PINEAPPLE"
Alpina Productos Alimenticios,083322092212,87.0,8.0,0.0,0.2,13.33,"ALPINA, GREEK NON FAT STRAINED YOGURT, RASPBERRY"
Alpina Productos Alimenticios,083322092229,124.0,7.65,2.65,1.2,17.65,"ALPINA, GREEK NONFAT YOGURT, RASPBERRY"
Food Town Stores Inc.,035826088529,333.0,10.0,0.0,3.3,73.33,"FOOD LION, HAMBURGER BEEF PASTA DINNER"
Alpina Productos Alimenticios,083322092465,129.0,7.65,2.65,1.2,18.82,"ALPINA, GREEK NONFAT YOGURT, BLACK CHERRY"
Alpina Productos Alimenticios,083322100863,80.0,8.0,0.0,0.2,12.0,"ALPINA, CAFE SELECTIONS, NONFAT GREEK YOGURT, MOCHA"
Alpina Productos Alimenticios,083322100870,80.0,8.0,0.0,0.0,12.0,"ALPINA, CAFE SELECTION, NONFAT GREEK YOGURT, VANILLA LATTE"
Alpina Productos Alimenticios,083322100887,80.0,8.0,0.0,0.0,12.0,"ALPINA, CAFE SELECTIONS, NONFAT GREEK YOGURT, CARAMEL MACCHIATO"
Alpina Productos Alimenticios,083322100894,80.0,8.0,0.0,0.0,11.33,"ALPINA, CAFE NONFAT GREEK YOGURT, COFFEE"
Alpina Productos Alimenticios,083322100900,80.0,8.0,0.0,0.2,12.0,"ALPINA, NONFAT GREEK YOGURT, CAFE SELECTIONS,WHITE CHOCOLATE MOCHA"
Alpina Productos Alimenticios,083322100917,80.0,8.0,0.0,0.0,11.33,"ALPINA, CAFE SELECTIONS, NONFAT GREEK YOGURT, PUMPKIN SPICE LATTE"
Alpina Productos Alimenticios,083322100924,106.0,3.54,1.77,0.9,18.58,"ALPINA, YOGURT, COOKIES 'N CREAM"
Food Town Stores Inc.,035826070005,357.0,12.5,1.79,3.6,73.21,"MY ESSENTIALS, ENRICHED ELBOW MACARONI PRODUCT"
Alpina Productos Alimenticios,083322100931,106.0,3.54,2.21,0.9,18.58,"ALPINA, ALL-STARS, VANILLA LOW FAT YOGURT, CHOCOLATE MINI GEMS"
Alpina Productos Alimenticios,083322101730,115.0,3.54,2.65,0.9,17.7,"ALPINA, VANILLA LOW FAT YOGURT, VANILLA"
Alpina Productos Alimenticios,083322103314,115.0,3.54,2.65,0.9,17.7,"ALPINA, VANILLA LOW FAT YOGURT, CHOCOLATE PRETZEL"
Food Town Stores Inc.,035826078278,73.0,1.61,2.42,1.6,10.48,FLAVORED WITH MEAT PASTA SAUCE
Food Town Stores Inc.,035826078292,55.0,1.57,1.18,2.4,10.24,EXTRA CHUNKY PASTA SAUCE
Aldi-Benner Company,041498173234,429.0,14.29,14.29,0.0,71.43,CROUTONS
"Maya Kaimal Fine Indian Foods, LLC",891756000013,142.0,1.89,11.32,0.9,8.49,"MAYA KAIMAL, TIKKA MASALA,INDIAN SIMMER SAUCE, MILD,SWEET SPICES & TOMATO"
MISO MASTER,023547400416,200.0,10.0,0.0,10.0,40.0,ORGANIC CHICK-PEA MISO
MISO MASTER,023547400119,200.0,10.0,0.0,10.0,30.0,ORGANIC TRADITIONAL RED MISO
MISO MASTER ORGANIC,023547400553,200.0,10.0,0.0,10.0,30.0,ORGANIC PREMIUM LIGHT SOY PASTE
Rempel Roto-Cast Corporation,022009110634,375.0,3.57,37.5,1.8,3.57,"CIBO NATURALS, PESTO, ARTICHOKE LEMON"
"Cibo Naturals, LLC",881024300839,500.0,8.93,50.0,1.8,5.36,"CIBO NATURALS, BASIL PESTO"
Rempel Roto-Cast Corporation,022009110610,417.0,5.0,38.33,5.0,15.0,"CIBO NATURALS, VEGAN SUN-DRIED TOMATO PESTO"
Rempel Roto-Cast Corporation,022009110641,367.0,0.0,40.0,6.7,10.0,"CIBO NATURALS, OLIVE & GARLIC TAPENADE"
"Lightlife Foods, Inc.",043454030506,167.0,19.05,5.36,8.3,11.9,TEMPEH
House Foods America Corporation,076371041058,9.0,0.88,0.44,1.8,2.65,"HOUSE FOODS, TOFU SHIRATAKI,SPAGHETTI SHAPED NOODLE"
INDIAN LIFE,777762001292,320.0,8.0,9.0,4.0,48.0,NAAN
"Pulmuone Foods USA, Inc.",030871302163,94.0,9.41,5.88,1.2,1.18,"WILDWOOD, ORGANIC SPROUTOFU"
House Foods America Corporation,076371012317,82.0,9.41,4.12,2.4,2.35,"HOUSE FOODS, ORGANIC TOFU"
Kansha Natural Foods LLC,857961003263,39.0,3.57,0.46,3.6,7.14,"BRITT'S MARKET KIMCHI, KIMCHI"
"Firefly Kitchens, LLC",850326006046,36.0,0.0,0.0,3.6,7.14,"FIREFLY KITCHENS, YIN YANG CARROTS"
Kansha Natural Foods LLC,857961003102,11.0,0.0,0.0,0.9,3.57,"BRITT'S, PICKLES, GINGER & PEPPER"
Kansha Natural Foods LLC,857961003119,11.0,0.0,0.0,0.9,3.57,PICKLES
KARAMS,768339113562,229.0,7.14,14.29,3.6,17.86,TAHINI GARLIC SAUCE
"Nutiva, Inc.",692752000102,567.0,33.33,46.67,3.3,6.67,RAW SHELLED HEMPSEED
GLUTINO,678523375488,225.0,5.0,1.88,1.2,46.25,"GLUTINO, ENGLISH MUFFINS, ORIGINAL"
SKIP'S DIP,744335611363,132.0,3.57,7.14,3.6,14.29,WHITE BEAN DIP
HOPE FOODS,856500004167,143.0,7.14,5.36,7.1,14.29,ORGANIC CURRY LENTIL DIP
Yucatan Foods LP,767119578393,167.0,0.0,15.0,6.7,10.0,GUACAMOLE
The Better Bean Company,852405002000,109.0,5.47,3.52,3.9,16.41,"BETTER BEAN, SKILLET REFRIED RED BEANS"
Karam's,768339113548,250.0,7.14,21.43,0.0,7.14,"KARAM'S, TAHINI"
"Pulmuone Foods USA, Inc.",052334116711,200.0,3.33,13.33,0.0,13.33,"WILDWOOD, EMERALD VALLEY, ORGANIC HUMMUS, ROASTED RED PEPPER"
"Pulmuone Foods USA, Inc.",052334116704,167.0,6.67,11.67,0.0,16.67,"WILDWOOD, EMERALD VALLEY, GREEK OLIVE & GARLIC HUMMUS"
NOT A BRANDED ITEM,767119571691,167.0,0.0,15.0,6.7,10.0,YUCATAN GUACAMOLE
"Pulmuone Foods USA, Inc.",052334116599,33.0,0.0,0.0,0.0,6.67,"WILDWOOD, EMERALD VALLEY KITCHEN, ORGANIC SALSA, MILD"
"Pulmuone Foods USA, Inc.",052334116537,33.0,0.0,0.0,0.0,6.67,"WILDWOOD, EMERALD VALLEY, ORGANIC SALSA, MEDIUM"
WILDBRINE,858159002198,33.0,0.0,0.0,3.3,6.67,PROBIOTIC SALSA VERDE
WILDBRINE,858159002181,33.0,0.0,0.0,3.3,6.67,SALSA ROJO
"FLYING DOG ENTERTAINMENT, LLC",744335611394,32.0,0.0,2.32,0.9,3.57,"SKIP'S DIP, MEDIUM ROASTED SALSA"
MANNA ORGANICS,058449000099,250.0,10.71,1.79,10.7,48.21,"MANNA ORGANICS, FRUIT & NUT BREAD"
